code,name,value
us-il-161,"Rock Island County, IL",12.0
us-il-163,"St. Clair County, IL",23.0
us-il-165,"Saline County, IL",44.0
us-il-167,"Sangamon County, IL",4.0
us-il-169,"Schuyler County, IL",33.0
us-il-171,"Scott County, IL",0.0
us-il-173,"Shelby County, IL",33.0
us-il-175,"Stark County, IL",0.0
us-il-177,"Stephenson County, IL",0.0
us-il-179,"Tazewell County, IL",13.0
us-il-181,"Union County, IL",20.0
us-il-183,"Vermilion County, IL",21.0
us-il-185,"Wabash County, IL",25.0
us-il-187,"Warren County, IL",20.0
us-il-189,"Washington County, IL",0.0
us-il-191,"Wayne County, IL",20.0
us-il-193,"White County, IL",40.0
us-il-195,"Whiteside County, IL",22.0
us-il-197,"Will County, IL",8.0
us-il-199,"Williamson County, IL",20.0
us-il-201,"Winnebago County, IL",14.0
us-il-203,"Woodford County, IL",0.0
us-in-001,"Adams County, IN",0.0
us-in-003,"Allen County, IN",18.0
us-in-005,"Bartholomew County, IN",20.0
us-in-007,"Benton County, IN",0.0
us-in-009,"Blackford County, IN",0.0
us-in-011,"Boone County, IN",10.0
us-in-013,"Brown County, IN",0.0
us-in-015,"Carroll County, IN",0.0
us-in-017,"Cass County, IN",0.0
us-in-019,"Clark County, IN",15.0
us-in-021,"Clay County, IN",17.0
us-in-023,"Clinton County, IN",0.0
us-in-025,"Crawford County, IN",0.0
us-in-027,"Daviess County, IN",14.0
us-in-029,"Dearborn County, IN",20.0
us-in-031,"Decatur County, IN",17.0
us-in-033,"DeKalb County, IN",0.0
us-in-035,"Delaware County, IN",20.0
us-in-037,"Dubois County, IN",0.0
us-in-039,"Elkhart County, IN",22.0
us-in-041,"Fayette County, IN",14.0
us-in-043,"Floyd County, IN",5.0
us-in-045,"Fountain County, IN",0.0
us-in-047,"Franklin County, IN",20.0
us-in-049,"Fulton County, IN",17.0
us-in-051,"Gibson County, IN",14.0
us-in-053,"Grant County, IN",31.0
us-in-055,"Greene County, IN",11.0
us-in-057,"Hamilton County, IN",3.0
us-in-059,"Hancock County, IN",10.0
us-in-061,"Harrison County, IN",0.0
us-in-063,"Hendricks County, IN",5.0
us-in-065,"Henry County, IN",0.0
us-in-067,"Howard County, IN",15.0
us-in-069,"Huntington County, IN",11.0
us-in-071,"Jackson County, IN",10.0
us-in-073,"Jasper County, IN",12.0
us-in-075,"Jay County, IN",29.0
us-in-077,"Jefferson County, IN",14.0
us-in-079,"Jennings County, IN",33.0
us-in-081,"Johnson County, IN",23.0
us-in-083,"Knox County, IN",0.0
us-in-085,"Kosciusko County, IN",0.0
us-in-087,"LaGrange County, IN",0.0
us-in-089,"Lake County, IN",21.0
us-in-091,"LaPorte County, IN",29.0
us-in-093,"Lawrence County, IN",30.0
us-in-095,"Madison County, IN",19.0
us-in-097,"Marion County, IN",21.0
us-in-099,"Marshall County, IN",0.0
us-in-101,"Martin County, IN",0.0
us-in-103,"Miami County, IN",30.0
us-in-105,"Monroe County, IN",6.0
us-in-107,"Montgomery County, IN",22.0
us-in-109,"Morgan County, IN",8.0
us-in-111,"Newton County, IN",0.0
us-in-113,"Noble County, IN",10.0
us-in-115,"Ohio County, IN",0.0
us-in-117,"Orange County, IN",0.0
us-in-119,"Owen County, IN",0.0
us-in-121,"Parke County, IN",0.0
us-in-123,"Perry County, IN",0.0
us-in-125,"Pike County, IN",0.0
us-in-127,"Porter County, IN",9.0
us-in-129,"Posey County, IN",0.0
us-in-131,"Pulaski County, IN",0.0
us-in-133,"Putnam County, IN",0.0
us-in-135,"Randolph County, IN",25.0
us-in-137,"Ripley County, IN",0.0
us-in-139,"Rush County, IN",0.0
us-in-141,"St. Joseph County, IN",16.0
us-in-143,"Scott County, IN",0.0
us-in-145,"Shelby County, IN",10.0
us-in-147,"Spencer County, IN",0.0
us-in-149,"Starke County, IN",0.0
us-in-151,"Steuben County, IN",22.0
us-in-153,"Sullivan County, IN",20.0
us-in-155,"Switzerland County, IN",0.0
us-in-157,"Tippecanoe County, IN",16.0
us-in-159,"Tipton County, IN",0.0
us-in-161,"Union County, IN",0.0
us-in-163,"Vanderburgh County, IN",8.0
us-in-165,"Vermillion County, IN",20.0
us-in-167,"Vigo County, IN",29.0
us-in-169,"Wabash County, IN",12.0
us-in-171,"Warren County, IN",0.0
us-in-173,"Warrick County, IN",0.0
us-in-175,"Washington County, IN",0.0
us-in-177,"Wayne County, IN",35.0
us-in-179,"Wells County, IN",14.0
us-in-181,"White County, IN",0.0
us-in-183,"Whitley County, IN",0.0
us-ia-001,"Adair County, IA",0.0
us-ia-003,"Adams County, IA",0.0
us-ia-005,"Allamakee County, IA",0.0
us-ia-007,"Appanoose County, IA",0.0
us-ia-009,"Audubon County, IA",0.0
us-ia-011,"Benton County, IA",0.0
us-ia-013,"Black Hawk County, IA",32.0
us-ia-015,"Boone County, IA",14.0
us-ia-017,"Bremer County, IA",0.0
us-ia-019,"Buchanan County, IA",0.0
us-ia-021,"Buena Vista County, IA",17.0
us-ia-023,"Butler County, IA",0.0
us-ia-025,"Calhoun County, IA",0.0
us-ia-027,"Carroll County, IA",0.0
us-ia-029,"Cass County, IA",60.0
us-ia-031,"Cedar County, IA",0.0
us-ia-033,"Cerro Gordo County, IA",18.0
us-ia-035,"Cherokee County, IA",0.0
us-ia-037,"Chickasaw County, IA",0.0
us-ia-039,"Clarke County, IA",0.0
us-ia-041,"Clay County, IA",0.0
us-ia-043,"Clayton County, IA",0.0
us-ia-045,"Clinton County, IA",17.0
us-ia-047,"Crawford County, IA",40.0
us-ia-049,"Dallas County, IA",7.0
us-ia-051,"Davis County, IA",0.0
us-ia-053,"Decatur County, IA",0.0
us-ia-055,"Delaware County, IA",0.0
us-ia-057,"Des Moines County, IA",9.0
us-ia-059,"Dickinson County, IA",0.0
us-ia-061,"Dubuque County, IA",23.0
us-ia-063,"Emmet County, IA",0.0
us-ia-065,"Fayette County, IA",0.0
us-ia-067,"Floyd County, IA",0.0
us-ia-069,"Franklin County, IA",0.0
us-ia-071,"Fremont County, IA",0.0
us-ia-073,"Greene County, IA",0.0
us-ia-075,"Grundy County, IA",0.0
us-ia-077,"Guthrie County, IA",0.0
us-ia-079,"Hamilton County, IA",0.0
us-ia-081,"Hancock County, IA",0.0
us-ia-083,"Hardin County, IA",0.0
us-ia-085,"Harrison County, IA",20.0
us-ia-087,"Henry County, IA",40.0
us-ia-089,"Howard County, IA",0.0
us-ia-091,"Humboldt County, IA",0.0
us-ia-093,"Ida County, IA",0.0
us-ia-095,"Iowa County, IA",0.0
us-ia-097,"Jackson County, IA",0.0
us-ia-099,"Jasper County, IA",11.0
us-ia-101,"Jefferson County, IA",0.0
us-ia-103,"Johnson County, IA",17.0
us-ia-105,"Jones County, IA",20.0
us-ia-107,"Keokuk County, IA",25.0
us-ia-109,"Kossuth County, IA",0.0
us-ia-111,"Lee County, IA",27.0
us-ia-113,"Linn County, IA",4.0
us-ia-115,"Louisa County, IA",0.0
us-ia-117,"Lucas County, IA",25.0
us-ia-119,"Lyon County, IA",0.0
us-ia-121,"Madison County, IA",0.0
us-ia-123,"Mahaska County, IA",14.0
us-ia-125,"Marion County, IA",0.0
us-ia-127,"Marshall County, IA",20.0
us-ia-129,"Mills County, IA",0.0
us-ia-131,"Mitchell County, IA",0.0
us-ia-133,"Monona County, IA",0.0
us-ia-135,"Monroe County, IA",33.0
us-ia-137,"Montgomery County, IA",0.0
us-ia-139,"Muscatine County, IA",0.0
us-ia-141,"O'Brien County, IA",0.0
us-ia-143,"Osceola County, IA",0.0
us-ia-145,"Page County, IA",33.0
us-ia-147,"Palo Alto County, IA",0.0
us-ia-149,"Plymouth County, IA",0.0
us-ia-151,"Pocahontas County, IA",0.0
us-ia-153,"Polk County, IA",11.0
us-ia-155,"Pottawattamie County, IA",20.0
us-ia-157,"Poweshiek County, IA",0.0
us-ia-159,"Ringgold County, IA",0.0
us-ia-161,"Sac County, IA",0.0
us-ia-163,"Scott County, IA",4.0
us-ia-165,"Shelby County, IA",0.0
us-ia-167,"Sioux County, IA",0.0
us-ia-169,"Story County, IA",20.0
us-ia-171,"Tama County, IA",17.0
us-ia-173,"Taylor County, IA",0.0
us-ia-175,"Union County, IA",0.0
us-ia-177,"Van Buren County, IA",0.0
us-ia-179,"Wapello County, IA",45.0
us-ia-181,"Warren County, IA",17.0
us-ia-183,"Washington County, IA",20.0
us-ia-185,"Wayne County, IA",33.0
us-ia-187,"Webster County, IA",25.0
us-ia-189,"Winnebago County, IA",0.0
us-ia-191,"Winneshiek County, IA",0.0
us-ia-193,"Woodbury County, IA",23.0
us-ia-195,"Worth County, IA",0.0
us-ia-197,"Wright County, IA",20.0
us-ks-001,"Allen County, KS",40.0
us-ks-003,"Anderson County, KS",0.0
us-ks-005,"Atchison County, KS",0.0
us-ks-007,"Barber County, KS",0.0
us-ks-009,"Barton County, KS",12.0
us-ks-011,"Bourbon County, KS",0.0
us-ks-013,"Brown County, KS",33.0
us-ks-015,"Butler County, KS",8.0
us-ks-017,"Chase County, KS",0.0
us-ks-019,"Chautauqua County, KS",100.0
us-ks-021,"Cherokee County, KS",33.0
us-ks-023,"Cheyenne County, KS",0.0
us-ks-025,"Clark County, KS",0.0
us-ks-027,"Clay County, KS",0.0
us-ks-029,"Cloud County, KS",50.0
us-ks-031,"Coffey County, KS",0.0
us-ks-033,"Comanche County, KS",0.0
us-ks-035,"Cowley County, KS",45.0
us-ks-037,"Crawford County, KS",45.0
us-ks-039,"Decatur County, KS",0.0
us-ks-041,"Dickinson County, KS",0.0
us-ks-043,"Doniphan County, KS",0.0
us-ks-045,"Douglas County, KS",18.0
us-ks-047,"Edwards County, KS",0.0
us-ks-049,"Elk County, KS",100.0
us-ks-051,"Ellis County, KS",17.0
us-ks-053,"Ellsworth County, KS",0.0
us-ks-055,"Finney County, KS",33.0
us-ks-057,"Ford County, KS",29.0
us-ks-059,"Franklin County, KS",40.0
us-ks-061,"Geary County, KS",50.0
us-ks-063,"Gove County, KS",0.0
us-ks-065,"Graham County, KS",50.0
us-ks-067,"Grant County, KS",0.0
us-ks-069,"Gray County, KS",0.0
us-ks-071,"Greeley County, KS",0.0
us-ks-073,"Greenwood County, KS",33.0
us-ks-075,"Hamilton County, KS",100.0
us-ks-077,"Harper County, KS",0.0
us-ks-079,"Harvey County, KS",0.0
us-ks-081,"Haskell County, KS",0.0
us-ks-083,"Hodgeman County, KS",0.0
us-ks-085,"Jackson County, KS",0.0
us-ks-087,"Jefferson County, KS",0.0
us-ks-089,"Jewell County, KS",50.0
us-ks-091,"Johnson County, KS",2.0
us-ks-093,"Kearny County, KS",0.0
us-ks-095,"Kingman County, KS",33.0
us-ks-097,"Kiowa County, KS",0.0
us-ks-099,"Labette County, KS",25.0
us-ks-101,"Lane County, KS",0.0
us-ks-103,"Leavenworth County, KS",12.0
us-ks-105,"Lincoln County, KS",0.0
us-ks-107,"Linn County, KS",50.0
us-ks-109,"Logan County, KS",0.0
us-ks-111,"Lyon County, KS",25.0
us-ks-113,"McPherson County, KS",14.0
us-ks-115,"Marion County, KS",25.0
us-ks-117,"Marshall County, KS",0.0
us-ks-119,"Meade County, KS",0.0
us-ks-121,"Miami County, KS",12.0
us-ks-123,"Mitchell County, KS",0.0
us-ks-125,"Montgomery County, KS",8.0
us-ks-127,"Morris County, KS",0.0
us-ks-129,"Morton County, KS",0.0
us-ks-131,"Nemaha County, KS",0.0
us-ks-133,"Neosho County, KS",0.0
us-ks-135,"Ness County, KS",0.0
us-ks-137,"Norton County, KS",0.0
us-ks-139,"Osage County, KS",0.0
us-ks-141,"Osborne County, KS",100.0
us-ks-143,"Ottawa County, KS",0.0
us-ks-145,"Pawnee County, KS",0.0
us-ks-147,"Phillips County, KS",0.0
us-ks-149,"Pottawatomie County, KS",0.0
us-ks-151,"Pratt County, KS",0.0
us-ks-153,"Rawlins County, KS",0.0
us-ks-155,"Reno County, KS",29.0
us-ks-157,"Republic County, KS",0.0
us-ks-159,"Rice County, KS",0.0
us-ks-161,"Riley County, KS",43.0
us-ks-163,"Rooks County, KS",0.0
us-ks-165,"Rush County, KS",0.0
us-ks-167,"Russell County, KS",50.0
us-ks-169,"Saline County, KS",25.0
us-ks-171,"Scott County, KS",100.0
us-ks-173,"Sedgwick County, KS",23.0
us-ks-175,"Seward County, KS",0.0
us-ks-177,"Shawnee County, KS",21.0
us-ks-179,"Sheridan County, KS",0.0
us-ks-181,"Sherman County, KS",50.0
us-ks-183,"Smith County, KS",0.0
us-ks-185,"Stafford County, KS",0.0
us-ks-187,"Stanton County, KS",0.0
us-ks-189,"Stevens County, KS",0.0
us-ks-191,"Sumner County, KS",0.0
us-ks-193,"Thomas County, KS",0.0
us-ks-195,"Trego County, KS",0.0
us-ks-197,"Wabaunsee County, KS",0.0
us-ks-199,"Wallace County, KS",0.0
us-ks-201,"Washington County, KS",0.0
us-ks-203,"Wichita County, KS",0.0
us-ks-205,"Wilson County, KS",25.0
us-ks-207,"Woodson County, KS",50.0
us-ks-209,"Wyandotte County, KS",34.0
us-ky-001,"Adair County, KY",14.0
us-ky-003,"Allen County, KY",0.0
us-ky-005,"Anderson County, KY",0.0
us-ky-007,"Ballard County, KY",0.0
us-ky-009,"Barren County, KY",20.0
us-ky-011,"Bath County, KY",0.0
us-ky-013,"Bell County, KY",11.0
us-ky-015,"Boone County, KY",14.0
us-ky-017,"Bourbon County, KY",17.0
us-ky-019,"Boyd County, KY",31.0
us-ky-021,"Boyle County, KY",14.0
us-ky-023,"Bracken County, KY",0.0
us-ky-025,"Breathitt County, KY",14.0
us-ky-027,"Breckinridge County, KY",0.0
us-ky-029,"Bullitt County, KY",17.0
us-ky-031,"Butler County, KY",0.0
us-ky-033,"Caldwell County, KY",0.0
us-ky-035,"Calloway County, KY",0.0
us-ky-037,"Campbell County, KY",4.0
us-ky-039,"Carlisle County, KY",0.0
us-ky-041,"Carroll County, KY",0.0
us-ky-043,"Carter County, KY",14.0
us-ky-045,"Casey County, KY",20.0
us-ky-047,"Christian County, KY",26.0
us-ky-049,"Clark County, KY",10.0
us-ky-051,"Clay County, KY",17.0
us-ky-053,"Clinton County, KY",0.0
us-ky-055,"Crittenden County, KY",25.0
us-ky-057,"Cumberland County, KY",0.0
us-ky-059,"Daviess County, KY",4.0
us-ky-061,"Edmonson County, KY",0.0
us-ky-063,"Elliott County, KY",0.0
us-ky-065,"Estill County, KY",0.0
us-ky-067,"Fayette County, KY",21.0
us-ky-069,"Fleming County, KY",25.0
us-ky-071,"Floyd County, KY",10.0
us-ky-073,"Franklin County, KY",9.0
us-ky-075,"Fulton County, KY",0.0
us-ky-077,"Gallatin County, KY",0.0
us-ky-079,"Garrard County, KY",0.0
us-ky-081,"Grant County, KY",25.0
us-ky-083,"Graves County, KY",11.0
us-ky-085,"Grayson County, KY",29.0
us-ky-087,"Green County, KY",25.0
us-ky-089,"Greenup County, KY",11.0
us-ky-091,"Hancock County, KY",0.0
us-ky-093,"Hardin County, KY",23.0
us-ky-095,"Harlan County, KY",9.0
us-ky-097,"Harrison County, KY",0.0
us-ky-099,"Hart County, KY",0.0
us-ky-101,"Henderson County, KY",0.0
us-ky-103,"Henry County, KY",0.0
us-ky-105,"Hickman County, KY",0.0
us-ky-107,"Hopkins County, KY",25.0
us-ky-109,"Jackson County, KY",0.0
us-ky-111,"Jefferson County, KY",7.0
us-ky-113,"Jessamine County, KY",22.0
us-ky-115,"Johnson County, KY",17.0
us-ky-117,"Kenton County, KY",7.0
us-ky-119,"Knott County, KY",0.0
us-ky-121,"Knox County, KY",25.0
us-ky-123,"Larue County, KY",25.0
us-ky-125,"Laurel County, KY",31.0
us-ky-127,"Lawrence County, KY",20.0
us-ky-129,"Lee County, KY",0.0
us-ky-131,"Leslie County, KY",0.0
us-ky-133,"Letcher County, KY",0.0
us-ky-135,"Lewis County, KY",0.0
us-ky-137,"Lincoln County, KY",33.0
us-ky-139,"Livingston County, KY",0.0
us-ky-141,"Logan County, KY",17.0
us-ky-143,"Lyon County, KY",0.0
us-ky-145,"McCracken County, KY",18.0
us-ky-147,"McCreary County, KY",0.0
us-ky-149,"McLean County, KY",0.0
us-ky-151,"Madison County, KY",42.0
us-ky-153,"Magoffin County, KY",0.0
us-ky-155,"Marion County, KY",0.0
us-ky-157,"Marshall County, KY",0.0
us-ky-159,"Martin County, KY",0.0
us-ky-161,"Mason County, KY",20.0
us-ky-163,"Meade County, KY",25.0
us-ky-165,"Menifee County, KY",0.0
us-ky-167,"Mercer County, KY",20.0
us-ky-169,"Metcalfe County, KY",0.0
us-ky-171,"Monroe County, KY",0.0
us-ky-173,"Montgomery County, KY",17.0
us-ky-175,"Morgan County, KY",20.0
us-ky-177,"Muhlenberg County, KY",11.0
us-ky-179,"Nelson County, KY",0.0
us-ky-181,"Nicholas County, KY",0.0
us-ky-183,"Ohio County, KY",29.0
us-ky-185,"Oldham County, KY",0.0
us-ky-187,"Owen County, KY",33.0
us-ky-189,"Owsley County, KY",0.0
us-ky-191,"Pendleton County, KY",0.0
us-ky-193,"Perry County, KY",0.0
us-ky-195,"Pike County, KY",0.0
us-ky-197,"Powell County, KY",0.0
us-ky-199,"Pulaski County, KY",14.0
us-ky-201,"Robertson County, KY",100.0
us-ky-203,"Rockcastle County, KY",0.0
us-ky-205,"Rowan County, KY",0.0
us-ky-207,"Russell County, KY",0.0
us-ky-209,"Scott County, KY",7.0
us-ky-211,"Shelby County, KY",0.0
us-ky-213,"Simpson County, KY",25.0
us-ky-215,"Spencer County, KY",0.0
us-ky-217,"Taylor County, KY",0.0
us-ky-219,"Todd County, KY",0.0
us-ky-221,"Trigg County, KY",20.0
us-ky-223,"Trimble County, KY",0.0
us-ky-225,"Union County, KY",25.0
us-ky-227,"Warren County, KY",17.0
us-ky-229,"Washington County, KY",33.0
us-ky-231,"Wayne County, KY",40.0
us-ky-233,"Webster County, KY",0.0
us-ky-235,"Whitley County, KY",12.0
us-ky-237,"Wolfe County, KY",0.0
us-ky-239,"Woodford County, KY",12.0
us-la-001,"Acadia Parish, LA",
us-la-003,"Allen Parish, LA",
us-la-005,"Ascension Parish, LA",
us-la-007,"Assumption Parish, LA",
us-la-009,"Avoyelles Parish, LA",
us-la-011,"Beauregard Parish, LA",
us-la-013,"Bienville Parish, LA",
us-la-015,"Bossier Parish, LA",
us-la-017,"Caddo Parish, LA",
us-la-019,"Calcasieu Parish, LA",
us-la-021,"Caldwell Parish, LA",
us-la-023,"Cameron Parish, LA",
us-la-025,"Catahoula Parish, LA",
us-la-027,"Claiborne Parish, LA",
us-la-029,"Concordia Parish, LA",
us-la-031,"De Soto Parish, LA",
us-la-033,"East Baton Rouge Parish, LA",
us-la-035,"East Carroll Parish, LA",
us-la-037,"East Feliciana Parish, LA",
us-la-039,"Evangeline Parish, LA",
us-la-041,"Franklin Parish, LA",
us-la-043,"Grant Parish, LA",
us-la-045,"Iberia Parish, LA",
us-la-047,"Iberville Parish, LA",
us-la-049,"Jackson Parish, LA",
us-la-051,"Jefferson Parish, LA",
us-la-053,"Jefferson Davis Parish, LA",
us-la-055,"Lafayette Parish, LA",
us-la-057,"Lafourche Parish, LA",
us-la-059,"LaSalle Parish, LA",
us-la-061,"Lincoln Parish, LA",
us-la-063,"Livingston Parish, LA",
us-la-065,"Madison Parish, LA",
us-la-067,"Morehouse Parish, LA",
us-la-069,"Natchitoches Parish, LA",
us-la-071,"Orleans Parish, LA",
us-la-073,"Ouachita Parish, LA",
us-la-075,"Plaquemines Parish, LA",
us-la-077,"Pointe Coupee Parish, LA",
us-la-079,"Rapides Parish, LA",
us-la-081,"Red River Parish, LA",
us-la-083,"Richland Parish, LA",
us-la-085,"Sabine Parish, LA",
us-la-087,"St. Bernard Parish, LA",
us-la-089,"St. Charles Parish, LA",
us-la-091,"St. Helena Parish, LA",
us-la-093,"St. James Parish, LA",
us-la-095,"St. John the Baptist Parish, LA",
us-la-097,"St. Landry Parish, LA",
us-la-099,"St. Martin Parish, LA",
us-la-101,"St. Mary Parish, LA",
us-la-103,"St. Tammany Parish, LA",
us-la-105,"Tangipahoa Parish, LA",
us-la-107,"Tensas Parish, LA",
us-la-109,"Terrebonne Parish, LA",
us-la-111,"Union Parish, LA",
us-la-113,"Vermilion Parish, LA",
us-la-115,"Vernon Parish, LA",
us-la-117,"Washington Parish, LA",
us-la-119,"Webster Parish, LA",
us-la-121,"West Baton Rouge Parish, LA",
us-la-123,"West Carroll Parish, LA",
us-la-125,"West Feliciana Parish, LA",
us-la-127,"Winn Parish, LA",
us-me-001,"Androscoggin County, ME",4.0
us-me-003,"Aroostook County, ME",12.0
us-me-005,"Cumberland County, ME",6.0
us-me-007,"Franklin County, ME",11.0
us-me-009,"Hancock County, ME",6.0
us-me-011,"Kennebec County, ME",0.0
us-me-013,"Knox County, ME",0.0
us-me-015,"Lincoln County, ME",0.0
us-me-017,"Oxford County, ME",18.0
us-me-019,"Penobscot County, ME",13.0
us-me-021,"Piscataquis County, ME",0.0
us-me-023,"Sagadahoc County, ME",25.0
us-me-025,"Somerset County, ME",18.0
us-me-027,"Waldo County, ME",12.0
us-me-029,"Washington County, ME",7.0
us-me-031,"York County, ME",12.0
us-md-001,"Allegany County, MD",39.0
us-md-003,"Anne Arundel County, MD",7.0
us-md-005,"Baltimore County, MD",7.0
us-md-009,"Calvert County, MD",6.0
us-md-011,"Caroline County, MD",22.0
us-md-013,"Carroll County, MD",0.0
us-md-015,"Cecil County, MD",26.0
us-md-017,"Charles County, MD",10.0
us-md-019,"Dorchester County, MD",50.0
us-md-021,"Frederick County, MD",7.0
us-md-023,"Garrett County, MD",14.0
us-md-025,"Harford County, MD",5.0
us-md-027,"Howard County, MD",0.0
us-md-029,"Kent County, MD",0.0
us-md-031,"Montgomery County, MD",3.0
us-md-033,"Prince George's County, MD",9.0
us-md-035,"Queen Anne's County, MD",0.0
us-md-037,"St. Mary's County, MD",17.0
us-md-039,"Somerset County, MD",25.0
us-md-041,"Talbot County, MD",10.0
us-md-043,"Washington County, MD",28.0
us-md-045,"Wicomico County, MD",37.0
us-md-047,"Worcester County, MD",24.0
us-md-510,"Baltimore city, MD",
us-ma-001,"Barnstable County, MA",16.0
us-ma-003,"Berkshire County, MA",21.0
us-ma-005,"Bristol County, MA",8.0
us-ma-007,"Dukes County, MA",0.0
us-ma-009,"Essex County, MA",8.0
us-ma-011,"Franklin County, MA",11.0
us-ma-013,"Hampden County, MA",10.0
us-ma-015,"Hampshire County, MA",28.0
us-ma-017,"Middlesex County, MA",2.0
us-ma-019,"Nantucket County/town, MA",
us-ma-021,"Norfolk County, MA",5.0
us-ma-023,"Plymouth County, MA",5.0
us-ma-025,"Suffolk County, MA",1.0
us-ma-027,"Worcester County, MA",9.0
us-mi-001,"Alcona County, MI",0.0
us-mi-003,"Alger County, MI",33.0
us-mi-005,"Allegan County, MI",4.0
us-mi-007,"Alpena County, MI",10.0
us-mi-009,"Antrim County, MI",0.0
us-mi-011,"Arenac County, MI",40.0
us-mi-013,"Baraga County, MI",0.0
us-mi-015,"Barry County, MI",0.0
us-mi-017,"Bay County, MI",23.0
us-mi-019,"Benzie County, MI",0.0
us-mi-021,"Berrien County, MI",19.0
us-mi-023,"Branch County, MI",8.0
us-mi-025,"Calhoun County, MI",28.0
us-mi-027,"Cass County, MI",0.0
us-mi-029,"Charlevoix County, MI",0.0
us-mi-031,"Cheboygan County, MI",25.0
us-mi-033,"Chippewa County, MI",14.0
us-mi-035,"Clare County, MI",0.0
us-mi-037,"Clinton County, MI",14.0
us-mi-039,"Crawford County, MI",0.0
us-mi-041,"Delta County, MI",9.0
us-mi-043,"Dickinson County, MI",29.0
us-mi-045,"Eaton County, MI",7.0
us-mi-047,"Emmet County, MI",0.0
us-mi-049,"Genesee County, MI",24.0
us-mi-051,"Gladwin County, MI",11.0
us-mi-053,"Gogebic County, MI",0.0
us-mi-055,"Grand Traverse County, MI",12.0
us-mi-057,"Gratiot County, MI",30.0
us-mi-059,"Hillsdale County, MI",0.0
us-mi-061,"Houghton County, MI",9.0
us-mi-063,"Huron County, MI",25.0
us-mi-065,"Ingham County, MI",22.0
us-mi-067,"Ionia County, MI",8.0
us-mi-069,"Iosco County, MI",22.0
us-mi-071,"Iron County, MI",20.0
us-mi-073,"Isabella County, MI",27.0
us-mi-075,"Jackson County, MI",24.0
us-mi-077,"Kalamazoo County, MI",16.0
us-mi-079,"Kalkaska County, MI",0.0
us-mi-081,"Kent County, MI",9.0
us-mi-083,"Keweenaw County, MI",50.0
us-mi-085,"Lake County, MI",25.0
us-mi-087,"Lapeer County, MI",8.0
us-mi-089,"Leelanau County, MI",0.0
us-mi-091,"Lenawee County, MI",13.0
us-mi-093,"Livingston County, MI",2.0
us-mi-095,"Luce County, MI",33.0
us-mi-097,"Mackinac County, MI",17.0
us-mi-099,"Macomb County, MI",7.0
us-mi-101,"Manistee County, MI",0.0
us-mi-103,"Marquette County, MI",4.0
us-mi-105,"Mason County, MI",12.0
us-mi-107,"Mecosta County, MI",27.0
us-mi-109,"Menominee County, MI",57.0
us-mi-111,"Midland County, MI",11.0
us-mi-113,"Missaukee County, MI",25.0
us-mi-115,"Monroe County, MI",5.0
us-mi-117,"Montcalm County, MI",8.0
us-mi-119,"Montmorency County, MI",0.0
us-mi-121,"Muskegon County, MI",38.0
us-mi-123,"Newaygo County, MI",9.0
us-mi-125,"Oakland County, MI",4.0
us-mi-127,"Oceana County, MI",29.0
us-mi-129,"Ogemaw County, MI",0.0
us-mi-131,"Ontonagon County, MI",50.0
us-mi-133,"Osceola County, MI",0.0
us-mi-135,"Oscoda County, MI",0.0
us-mi-137,"Otsego County, MI",0.0
us-mi-139,"Ottawa County, MI",11.0
us-mi-141,"Presque Isle County, MI",0.0
us-mi-143,"Roscommon County, MI",10.0
us-mi-145,"Saginaw County, MI",25.0
us-mi-147,"St. Clair County, MI",20.0
us-mi-149,"St. Joseph County, MI",24.0
us-mi-151,"Sanilac County, MI",8.0
us-mi-153,"Schoolcraft County, MI",33.0
us-mi-155,"Shiawassee County, MI",24.0
us-mi-157,"Tuscola County, MI",8.0
us-mi-159,"Van Buren County, MI",7.0
us-mi-161,"Washtenaw County, MI",20.0
us-mi-163,"Wayne County, MI",9.0
us-mi-165,"Wexford County, MI",12.0
us-mn-001,"Aitkin County, MN",67.0
us-mn-003,"Anoka County, MN",12.0
us-mn-005,"Becker County, MN",40.0
us-mn-007,"Beltrami County, MN",50.0
us-mn-009,"Benton County, MN",11.0
us-mn-011,"Big Stone County, MN",0.0
us-mn-013,"Blue Earth County, MN",25.0
us-mn-015,"Brown County, MN",25.0
us-mn-017,"Carlton County, MN",29.0
us-mn-019,"Carver County, MN",0.0
us-mn-021,"Cass County, MN",30.0
us-mn-023,"Chippewa County, MN",0.0
us-mn-025,"Chisago County, MN",10.0
us-mn-027,"Clay County, MN",8.0
us-mn-029,"Clearwater County, MN",67.0
us-mn-031,"Cook County, MN",33.0
us-mn-033,"Cottonwood County, MN",50.0
us-mn-035,"Crow Wing County, MN",12.0
us-mn-037,"Dakota County, MN",4.0
us-mn-039,"Dodge County, MN",0.0
us-mn-041,"Douglas County, MN",11.0
us-mn-043,"Faribault County, MN",17.0
us-mn-045,"Fillmore County, MN",0.0
us-mn-047,"Freeborn County, MN",20.0
us-mn-049,"Goodhue County, MN",10.0
us-mn-051,"Grant County, MN",50.0
us-mn-053,"Hennepin County, MN",7.0
us-mn-055,"Houston County, MN",20.0
us-mn-057,"Hubbard County, MN",29.0
us-mn-059,"Isanti County, MN",25.0
us-mn-061,"Itasca County, MN",55.0
us-mn-063,"Jackson County, MN",0.0
us-mn-065,"Kanabec County, MN",50.0
us-mn-067,"Kandiyohi County, MN",17.0
us-mn-069,"Kittson County, MN",50.0
us-mn-071,"Koochiching County, MN",75.0
