code,name,value
us-nd-047,"Logan County, ND",0.0
us-nd-049,"McHenry County, ND",0.0
us-nd-051,"McIntosh County, ND",100.0
us-nd-053,"McKenzie County, ND",25.0
us-nd-055,"McLean County, ND",0.0
us-nd-057,"Mercer County, ND",0.0
us-nd-059,"Morton County, ND",20.0
us-nd-061,"Mountrail County, ND",0.0
us-nd-063,"Nelson County, ND",0.0
us-nd-065,"Oliver County, ND",0.0
us-nd-067,"Pembina County, ND",0.0
us-nd-069,"Pierce County, ND",0.0
us-nd-071,"Ramsey County, ND",0.0
us-nd-073,"Ransom County, ND",0.0
us-nd-075,"Renville County, ND",0.0
us-nd-077,"Richland County, ND",0.0
us-nd-079,"Rolette County, ND",25.0
us-nd-081,"Sargent County, ND",0.0
us-nd-083,"Sheridan County, ND",100.0
us-nd-085,"Sioux County, ND",50.0
us-nd-087,"Slope County, ND",0.0
us-nd-089,"Stark County, ND",0.0
us-nd-091,"Steele County, ND",0.0
us-nd-093,"Stutsman County, ND",17.0
us-nd-095,"Towner County, ND",0.0
us-nd-097,"Traill County, ND",0.0
us-nd-099,"Walsh County, ND",0.0
us-nd-101,"Ward County, ND",8.0
us-nd-103,"Wells County, ND",0.0
us-nd-105,"Williams County, ND",0.0
us-oh-001,"Adams County, OH",50.0
us-oh-003,"Allen County, OH",9.0
us-oh-005,"Ashland County, OH",9.0
us-oh-007,"Ashtabula County, OH",24.0
us-oh-009,"Athens County, OH",27.0
us-oh-011,"Auglaize County, OH",0.0
us-oh-013,"Belmont County, OH",10.0
us-oh-015,"Brown County, OH",11.0
us-oh-017,"Butler County, OH",18.0
us-oh-019,"Carroll County, OH",14.0
us-oh-021,"Champaign County, OH",10.0
us-oh-023,"Clark County, OH",30.0
us-oh-025,"Clermont County, OH",10.0
us-oh-027,"Clinton County, OH",33.0
us-oh-029,"Columbiana County, OH",21.0
us-oh-031,"Coshocton County, OH",20.0
us-oh-033,"Crawford County, OH",31.0
us-oh-035,"Cuyahoga County, OH",7.0
us-oh-037,"Darke County, OH",17.0
us-oh-039,"Defiance County, OH",33.0
us-oh-041,"Delaware County, OH",6.0
us-oh-043,"Erie County, OH",16.0
us-oh-045,"Fairfield County, OH",11.0
us-oh-047,"Fayette County, OH",29.0
us-oh-049,"Franklin County, OH",17.0
us-oh-051,"Fulton County, OH",0.0
us-oh-053,"Gallia County, OH",43.0
us-oh-055,"Geauga County, OH",0.0
us-oh-057,"Greene County, OH",17.0
us-oh-059,"Guernsey County, OH",20.0
us-oh-061,"Hamilton County, OH",21.0
us-oh-063,"Hancock County, OH",15.0
us-oh-065,"Hardin County, OH",14.0
us-oh-067,"Harrison County, OH",0.0
us-oh-069,"Henry County, OH",0.0
us-oh-071,"Highland County, OH",22.0
us-oh-073,"Hocking County, OH",14.0
us-oh-075,"Holmes County, OH",12.0
us-oh-077,"Huron County, OH",23.0
us-oh-079,"Jackson County, OH",14.0
us-oh-081,"Jefferson County, OH",22.0
us-oh-083,"Knox County, OH",25.0
us-oh-085,"Lake County, OH",3.0
us-oh-087,"Lawrence County, OH",6.0
us-oh-089,"Licking County, OH",19.0
us-oh-091,"Logan County, OH",18.0
us-oh-093,"Lorain County, OH",18.0
us-oh-095,"Lucas County, OH",15.0
us-oh-097,"Madison County, OH",17.0
us-oh-099,"Mahoning County, OH",29.0
us-oh-101,"Marion County, OH",44.0
us-oh-103,"Medina County, OH",5.0
us-oh-105,"Meigs County, OH",33.0
us-oh-107,"Mercer County, OH",22.0
us-oh-109,"Miami County, OH",14.0
us-oh-111,"Monroe County, OH",0.0
us-oh-113,"Montgomery County, OH",22.0
us-oh-115,"Morgan County, OH",50.0
us-oh-117,"Morrow County, OH",0.0
us-oh-119,"Muskingum County, OH",32.0
us-oh-121,"Noble County, OH",33.0
us-oh-123,"Ottawa County, OH",8.0
us-oh-125,"Paulding County, OH",0.0
us-oh-127,"Perry County, OH",17.0
us-oh-129,"Pickaway County, OH",0.0
us-oh-131,"Pike County, OH",50.0
us-oh-133,"Portage County, OH",20.0
us-oh-135,"Preble County, OH",0.0
us-oh-137,"Putnam County, OH",0.0
us-oh-139,"Richland County, OH",27.0
us-oh-141,"Ross County, OH",24.0
us-oh-143,"Sandusky County, OH",7.0
us-oh-145,"Scioto County, OH",15.0
us-oh-147,"Seneca County, OH",21.0
us-oh-149,"Shelby County, OH",20.0
us-oh-151,"Stark County, OH",6.0
us-oh-153,"Summit County, OH",14.0
us-oh-155,"Trumbull County, OH",13.0
us-oh-157,"Tuscarawas County, OH",14.0
us-oh-159,"Union County, OH",20.0
us-oh-161,"Van Wert County, OH",0.0
us-oh-163,"Vinton County, OH",100.0
us-oh-165,"Warren County, OH",6.0
us-oh-167,"Washington County, OH",12.0
us-oh-169,"Wayne County, OH",9.0
us-oh-171,"Williams County, OH",22.0
us-oh-173,"Wood County, OH",7.0
us-oh-175,"Wyandot County, OH",0.0
us-ok-001,"Adair County, OK",20.0
us-ok-003,"Alfalfa County, OK",0.0
us-ok-005,"Atoka County, OK",50.0
us-ok-007,"Beaver County, OK",0.0
us-ok-009,"Beckham County, OK",0.0
us-ok-011,"Blaine County, OK",20.0
us-ok-013,"Bryan County, OK",27.0
us-ok-015,"Caddo County, OK",50.0
us-ok-017,"Canadian County, OK",3.0
us-ok-019,"Carter County, OK",9.0
us-ok-021,"Cherokee County, OK",44.0
us-ok-023,"Choctaw County, OK",80.0
us-ok-025,"Cimarron County, OK",0.0
us-ok-027,"Cleveland County, OK",10.0
us-ok-029,"Coal County, OK",0.0
us-ok-031,"Comanche County, OK",19.0
us-ok-033,"Cotton County, OK",0.0
us-ok-035,"Craig County, OK",20.0
us-ok-037,"Creek County, OK",10.0
us-ok-039,"Custer County, OK",40.0
us-ok-041,"Delaware County, OK",22.0
us-ok-043,"Dewey County, OK",0.0
us-ok-045,"Ellis County, OK",0.0
us-ok-047,"Garfield County, OK",0.0
us-ok-049,"Garvin County, OK",11.0
us-ok-051,"Grady County, OK",10.0
us-ok-053,"Grant County, OK",0.0
us-ok-055,"Greer County, OK",0.0
us-ok-057,"Harmon County, OK",0.0
us-ok-059,"Harper County, OK",0.0
us-ok-061,"Haskell County, OK",0.0
us-ok-063,"Hughes County, OK",40.0
us-ok-065,"Jackson County, OK",38.0
us-ok-067,"Jefferson County, OK",33.0
us-ok-069,"Johnston County, OK",33.0
us-ok-071,"Kay County, OK",27.0
us-ok-073,"Kingfisher County, OK",0.0
us-ok-075,"Kiowa County, OK",67.0
us-ok-077,"Latimer County, OK",33.0
us-ok-079,"Le Flore County, OK",42.0
us-ok-081,"Lincoln County, OK",14.0
us-ok-083,"Logan County, OK",50.0
us-ok-085,"Love County, OK",0.0
us-ok-087,"McClain County, OK",17.0
us-ok-089,"McCurtain County, OK",50.0
us-ok-091,"McIntosh County, OK",50.0
us-ok-093,"Major County, OK",0.0
us-ok-095,"Marshall County, OK",0.0
us-ok-097,"Mayes County, OK",11.0
us-ok-099,"Murray County, OK",33.0
us-ok-101,"Muskogee County, OK",38.0
us-ok-103,"Noble County, OK",0.0
us-ok-105,"Nowata County, OK",25.0
us-ok-107,"Okfuskee County, OK",25.0
us-ok-109,"Oklahoma County, OK",15.0
us-ok-111,"Okmulgee County, OK",30.0
us-ok-113,"Osage County, OK",27.0
us-ok-115,"Ottawa County, OK",22.0
us-ok-117,"Pawnee County, OK",0.0
us-ok-119,"Payne County, OK",29.0
us-ok-121,"Pittsburg County, OK",31.0
us-ok-123,"Pontotoc County, OK",10.0
us-ok-125,"Pottawatomie County, OK",19.0
us-ok-127,"Pushmataha County, OK",67.0
us-ok-129,"Roger Mills County, OK",0.0
us-ok-131,"Rogers County, OK",0.0
us-ok-133,"Seminole County, OK",33.0
us-ok-135,"Sequoyah County, OK",44.0
us-ok-137,"Stephens County, OK",18.0
us-ok-139,"Texas County, OK",0.0
us-ok-141,"Tillman County, OK",60.0
us-ok-143,"Tulsa County, OK",21.0
us-ok-145,"Wagoner County, OK",9.0
us-ok-147,"Washington County, OK",23.0
us-ok-149,"Washita County, OK",0.0
us-ok-151,"Woods County, OK",0.0
us-ok-153,"Woodward County, OK",0.0
us-or-001,"Baker County, OR",33.0
us-or-003,"Benton County, OR",17.0
us-or-005,"Clackamas County, OR",9.0
us-or-007,"Clatsop County, OR",0.0
us-or-009,"Columbia County, OR",0.0
us-or-011,"Coos County, OR",23.0
us-or-013,"Crook County, OR",50.0
us-or-015,"Curry County, OR",33.0
us-or-017,"Deschutes County, OR",12.0
us-or-019,"Douglas County, OR",32.0
us-or-021,"Gilliam County, OR",0.0
us-or-023,"Grant County, OR",50.0
us-or-025,"Harney County, OR",100.0
us-or-027,"Hood River County, OR",0.0
us-or-029,"Jackson County, OR",17.0
us-or-031,"Jefferson County, OR",50.0
us-or-033,"Josephine County, OR",25.0
us-or-035,"Klamath County, OR",25.0
us-or-037,"Lake County, OR",50.0
us-or-039,"Lane County, OR",12.0
us-or-041,"Lincoln County, OR",17.0
us-or-043,"Linn County, OR",24.0
us-or-045,"Malheur County, OR",25.0
us-or-047,"Marion County, OR",10.0
us-or-049,"Morrow County, OR",0.0
us-or-051,"Multnomah County, OR",6.0
us-or-053,"Polk County, OR",17.0
us-or-055,"Sherman County, OR",0.0
us-or-057,"Tillamook County, OR",0.0
us-or-059,"Umatilla County, OR",13.0
us-or-061,"Union County, OR",38.0
us-or-063,"Wallowa County, OR",33.0
us-or-065,"Wasco County, OR",12.0
us-or-067,"Washington County, OR",0.0
us-or-069,"Wheeler County, OR",100.0
us-or-071,"Yamhill County, OR",24.0
us-pa-001,"Adams County, PA",0.0
us-pa-003,"Allegheny County, PA",8.0
us-pa-005,"Armstrong County, PA",5.0
us-pa-007,"Beaver County, PA",29.0
us-pa-009,"Bedford County, PA",9.0
us-pa-011,"Berks County, PA",1.0
us-pa-013,"Blair County, PA",21.0
us-pa-015,"Bradford County, PA",7.0
us-pa-017,"Bucks County, PA",5.0
us-pa-019,"Butler County, PA",0.0
us-pa-021,"Cambria County, PA",12.0
us-pa-023,"Cameron County, PA",0.0
us-pa-025,"Carbon County, PA",8.0
us-pa-027,"Centre County, PA",6.0
us-pa-029,"Chester County, PA",6.0
us-pa-031,"Clarion County, PA",20.0
us-pa-033,"Clearfield County, PA",20.0
us-pa-035,"Clinton County, PA",0.0
us-pa-037,"Columbia County, PA",0.0
us-pa-039,"Crawford County, PA",13.0
us-pa-041,"Cumberland County, PA",8.0
us-pa-043,"Dauphin County, PA",12.0
us-pa-045,"Delaware County, PA",3.0
us-pa-047,"Elk County, PA",0.0
us-pa-049,"Erie County, PA",17.0
us-pa-051,"Fayette County, PA",33.0
us-pa-053,"Forest County, PA",0.0
us-pa-055,"Franklin County, PA",7.0
us-pa-057,"Fulton County, PA",0.0
us-pa-059,"Greene County, PA",0.0
us-pa-061,"Huntingdon County, PA",0.0
us-pa-063,"Indiana County, PA",13.0
us-pa-065,"Jefferson County, PA",0.0
us-pa-067,"Juniata County, PA",20.0
us-pa-069,"Lackawanna County, PA",5.0
us-pa-071,"Lancaster County, PA",2.0
us-pa-073,"Lawrence County, PA",36.0
us-pa-075,"Lebanon County, PA",0.0
us-pa-077,"Lehigh County, PA",5.0
us-pa-079,"Luzerne County, PA",5.0
us-pa-081,"Lycoming County, PA",14.0
us-pa-083,"McKean County, PA",0.0
us-pa-085,"Mercer County, PA",13.0
us-pa-087,"Mifflin County, PA",17.0
us-pa-089,"Monroe County, PA",3.0
us-pa-091,"Montgomery County, PA",1.0
us-pa-093,"Montour County, PA",0.0
us-pa-095,"Northampton County, PA",7.0
us-pa-097,"Northumberland County, PA",8.0
us-pa-099,"Perry County, PA",10.0
us-pa-101,"Philadelphia County/city, PA",
us-pa-103,"Pike County, PA",0.0
us-pa-105,"Potter County, PA",20.0
us-pa-107,"Schuylkill County, PA",5.0
us-pa-109,"Snyder County, PA",12.0
us-pa-111,"Somerset County, PA",14.0
us-pa-113,"Sullivan County, PA",50.0
us-pa-115,"Susquehanna County, PA",27.0
us-pa-117,"Tioga County, PA",20.0
us-pa-119,"Union County, PA",20.0
us-pa-121,"Venango County, PA",12.0
us-pa-123,"Warren County, PA",8.0
us-pa-125,"Washington County, PA",12.0
us-pa-127,"Wayne County, PA",7.0
us-pa-129,"Westmoreland County, PA",12.0
us-pa-131,"Wyoming County, PA",0.0
us-pa-133,"York County, PA",1.0
us-ri-001,"Bristol County, RI",18.0
us-ri-003,"Kent County, RI",0.0
us-ri-005,"Newport County, RI",0.0
us-ri-007,"Providence County, RI",4.0
us-ri-009,"Washington County, RI",10.0
us-sc-001,"Abbeville County, SC",17.0
us-sc-003,"Aiken County, SC",15.0
us-sc-005,"Allendale County, SC",0.0
us-sc-007,"Anderson County, SC",21.0
us-sc-009,"Bamberg County, SC",25.0
us-sc-011,"Barnwell County, SC",0.0
us-sc-013,"Beaufort County, SC",22.0
us-sc-015,"Berkeley County, SC",22.0
us-sc-017,"Calhoun County, SC",0.0
us-sc-019,"Charleston County, SC",17.0
us-sc-021,"Cherokee County, SC",31.0
us-sc-023,"Chester County, SC",27.0
us-sc-025,"Chesterfield County, SC",20.0
us-sc-027,"Clarendon County, SC",0.0
us-sc-029,"Colleton County, SC",40.0
us-sc-031,"Darlington County, SC",25.0
us-sc-033,"Dillon County, SC",17.0
us-sc-035,"Dorchester County, SC",4.0
us-sc-037,"Edgefield County, SC",0.0
us-sc-039,"Fairfield County, SC",40.0
us-sc-041,"Florence County, SC",18.0
us-sc-043,"Georgetown County, SC",27.0
us-sc-045,"Greenville County, SC",23.0
us-sc-047,"Greenwood County, SC",0.0
us-sc-049,"Hampton County, SC",20.0
us-sc-051,"Horry County, SC",11.0
us-sc-053,"Jasper County, SC",20.0
us-sc-055,"Kershaw County, SC",33.0
us-sc-057,"Lancaster County, SC",29.0
us-sc-059,"Laurens County, SC",24.0
us-sc-061,"Lee County, SC",14.0
us-sc-063,"Lexington County, SC",11.0
us-sc-065,"McCormick County, SC",0.0
us-sc-067,"Marion County, SC",0.0
us-sc-069,"Marlboro County, SC",29.0
us-sc-071,"Newberry County, SC",25.0
us-sc-073,"Oconee County, SC",20.0
us-sc-075,"Orangeburg County, SC",30.0
us-sc-077,"Pickens County, SC",29.0
us-sc-079,"Richland County, SC",24.0
us-sc-081,"Saluda County, SC",0.0
us-sc-083,"Spartanburg County, SC",33.0
us-sc-085,"Sumter County, SC",17.0
us-sc-087,"Union County, SC",22.0
us-sc-089,"Williamsburg County, SC",18.0
us-sc-091,"York County, SC",24.0
us-sd-003,"Aurora County, SD",0.0
us-sd-005,"Beadle County, SD",17.0
us-sd-007,"Bennett County, SD",100.0
us-sd-009,"Bon Homme County, SD",0.0
us-sd-011,"Brookings County, SD",33.0
us-sd-013,"Brown County, SD",0.0
us-sd-015,"Brule County, SD",50.0
us-sd-017,"Buffalo County, SD",100.0
us-sd-019,"Butte County, SD",0.0
us-sd-021,"Campbell County, SD",0.0
us-sd-023,"Charles Mix County, SD",0.0
us-sd-025,"Clark County, SD",0.0
us-sd-027,"Clay County, SD",33.0
us-sd-029,"Codington County, SD",0.0
us-sd-031,"Corson County, SD",100.0
us-sd-033,"Custer County, SD",0.0
us-sd-035,"Davison County, SD",0.0
us-sd-037,"Day County, SD",33.0
us-sd-039,"Deuel County, SD",0.0
us-sd-041,"Dewey County, SD",100.0
us-sd-043,"Douglas County, SD",0.0
us-sd-045,"Edmunds County, SD",0.0
us-sd-047,"Fall River County, SD",0.0
us-sd-049,"Faulk County, SD",0.0
us-sd-051,"Grant County, SD",0.0
us-sd-053,"Gregory County, SD",50.0
us-sd-055,"Haakon County, SD",0.0
us-sd-057,"Hamlin County, SD",0.0
us-sd-059,"Hand County, SD",0.0
us-sd-061,"Hanson County, SD",0.0
us-sd-063,"Harding County, SD",0.0
us-sd-065,"Hughes County, SD",0.0
us-sd-067,"Hutchinson County, SD",0.0
us-sd-069,"Hyde County, SD",0.0
us-sd-071,"Jackson County, SD",50.0
us-sd-073,"Jerauld County, SD",0.0
us-sd-075,"Jones County, SD",100.0
us-sd-077,"Kingsbury County, SD",0.0
us-sd-079,"Lake County, SD",0.0
us-sd-081,"Lawrence County, SD",0.0
us-sd-083,"Lincoln County, SD",0.0
us-sd-085,"Lyman County, SD",50.0
us-sd-087,"McCook County, SD",0.0
us-sd-089,"McPherson County, SD",100.0
us-sd-091,"Marshall County, SD",0.0
us-sd-093,"Meade County, SD",20.0
us-sd-095,"Mellette County, SD",100.0
us-sd-097,"Miner County, SD",0.0
us-sd-099,"Minnehaha County, SD",12.0
us-sd-101,"Moody County, SD",0.0
us-sd-102,"Oglala Lakota County, SD",
us-sd-103,"Pennington County, SD",9.0
us-sd-105,"Perkins County, SD",0.0
us-sd-107,"Potter County, SD",0.0
us-sd-109,"Roberts County, SD",25.0
us-sd-111,"Sanborn County, SD",0.0
us-sd-115,"Spink County, SD",0.0
us-sd-117,"Stanley County, SD",0.0
us-sd-119,"Sully County, SD",0.0
us-sd-121,"Todd County, SD",100.0
us-sd-123,"Tripp County, SD",0.0
us-sd-125,"Turner County, SD",0.0
us-sd-127,"Union County, SD",0.0
us-sd-129,"Walworth County, SD",0.0
us-sd-135,"Yankton County, SD",20.0
us-sd-137,"Ziebach County, SD",100.0
us-tn-001,"Anderson County, TN",17.0
us-tn-003,"Bedford County, TN",33.0
us-tn-005,"Benton County, TN",40.0
us-tn-007,"Bledsoe County, TN",0.0
us-tn-009,"Blount County, TN",14.0
us-tn-011,"Bradley County, TN",37.0
us-tn-013,"Campbell County, TN",0.0
us-tn-015,"Cannon County, TN",0.0
us-tn-017,"Carroll County, TN",0.0
us-tn-019,"Carter County, TN",65.0
us-tn-021,"Cheatham County, TN",11.0
us-tn-023,"Chester County, TN",33.0
us-tn-025,"Claiborne County, TN",11.0
us-tn-027,"Clay County, TN",0.0
us-tn-029,"Cocke County, TN",33.0
us-tn-031,"Coffee County, TN",17.0
us-tn-033,"Crockett County, TN",20.0
us-tn-035,"Cumberland County, TN",36.0
us-tn-037,"Davidson County, TN",17.0
us-tn-039,"Decatur County, TN",0.0
us-tn-041,"DeKalb County, TN",25.0
us-tn-043,"Dickson County, TN",10.0
us-tn-045,"Dyer County, TN",25.0
us-tn-047,"Fayette County, TN",0.0
us-tn-049,"Fentress County, TN",0.0
us-tn-051,"Franklin County, TN",11.0
us-tn-053,"Gibson County, TN",36.0
us-tn-055,"Giles County, TN",0.0
us-tn-057,"Grainger County, TN",0.0
us-tn-059,"Greene County, TN",20.0
us-tn-061,"Grundy County, TN",0.0
us-tn-063,"Hamblen County, TN",50.0
us-tn-065,"Hamilton County, TN",20.0
us-tn-067,"Hancock County, TN",0.0
us-tn-069,"Hardeman County, TN",17.0
us-tn-071,"Hardin County, TN",50.0
us-tn-073,"Hawkins County, TN",8.0
us-tn-075,"Haywood County, TN",50.0
us-tn-077,"Henderson County, TN",17.0
us-tn-079,"Henry County, TN",22.0
us-tn-081,"Hickman County, TN",33.0
us-tn-083,"Houston County, TN",0.0
us-tn-085,"Humphreys County, TN",0.0
us-tn-087,"Jackson County, TN",0.0
us-tn-089,"Jefferson County, TN",0.0
us-tn-091,"Johnson County, TN",20.0
us-tn-093,"Knox County, TN",13.0
us-tn-095,"Lake County, TN",0.0
us-tn-097,"Lauderdale County, TN",11.0
us-tn-099,"Lawrence County, TN",0.0
us-tn-101,"Lewis County, TN",50.0
us-tn-103,"Lincoln County, TN",22.0
us-tn-105,"Loudon County, TN",20.0
us-tn-107,"McMinn County, TN",10.0
us-tn-109,"McNairy County, TN",14.0
us-tn-111,"Macon County, TN",25.0
us-tn-113,"Madison County, TN",26.0
us-tn-115,"Marion County, TN",17.0
us-tn-117,"Marshall County, TN",17.0
us-tn-119,"Maury County, TN",18.0
us-tn-121,"Meigs County, TN",0.0
us-tn-123,"Monroe County, TN",14.0
us-tn-125,"Montgomery County, TN",26.0
us-tn-127,"Moore County, TN",50.0
us-tn-129,"Morgan County, TN",20.0
us-tn-131,"Obion County, TN",0.0
us-tn-133,"Overton County, TN",0.0
us-tn-135,"Perry County, TN",50.0
us-tn-137,"Pickett County, TN",0.0
us-tn-139,"Polk County, TN",0.0
us-tn-141,"Putnam County, TN",27.0
us-tn-143,"Rhea County, TN",33.0
us-tn-145,"Roane County, TN",18.0
us-tn-147,"Robertson County, TN",0.0
us-tn-149,"Rutherford County, TN",20.0
us-tn-151,"Scott County, TN",20.0
us-tn-153,"Sequatchie County, TN",0.0
us-tn-155,"Sevier County, TN",6.0
us-tn-157,"Shelby County, TN",22.0
us-tn-159,"Smith County, TN",20.0
us-tn-161,"Stewart County, TN",0.0
us-tn-163,"Sullivan County, TN",13.0
us-tn-165,"Sumner County, TN",10.0
us-tn-167,"Tipton County, TN",8.0
us-tn-169,"Trousdale County, TN",0.0
us-tn-171,"Unicoi County, TN",25.0
us-tn-173,"Union County, TN",0.0
us-tn-175,"Van Buren County, TN",0.0
us-tn-177,"Warren County, TN",33.0
us-tn-179,"Washington County, TN",22.0
us-tn-181,"Wayne County, TN",25.0
us-tn-183,"Weakley County, TN",36.0
us-tn-185,"White County, TN",17.0
us-tn-187,"Williamson County, TN",3.0
us-tn-189,"Wilson County, TN",19.0
us-tx-001,"Anderson County, TX",18.0
us-tx-003,"Andrews County, TX",0.0
us-tx-005,"Angelina County, TX",24.0
us-tx-007,"Aransas County, TX",20.0
us-tx-009,"Archer County, TX",0.0
us-tx-011,"Armstrong County, TX",0.0
us-tx-013,"Atascosa County, TX",25.0
us-tx-015,"Austin County, TX",0.0
us-tx-017,"Bailey County, TX",0.0
us-tx-019,"Bandera County, TX",40.0
us-tx-021,"Bastrop County, TX",50.0
us-tx-023,"Baylor County, TX",0.0
us-tx-025,"Bee County, TX",43.0
us-tx-027,"Bell County, TX",28.0
us-tx-029,"Bexar County, TX",21.0
us-tx-031,"Blanco County, TX",0.0
us-tx-033,"Borden County, TX",0.0
us-tx-035,"Bosque County, TX",14.0
us-tx-037,"Bowie County, TX",17.0
us-tx-039,"Brazoria County, TX",8.0
us-tx-041,"Brazos County, TX",36.0
us-tx-043,"Brewster County, TX",0.0
us-tx-045,"Briscoe County, TX",100.0
us-tx-047,"Brooks County, TX",50.0
us-tx-049,"Brown County, TX",33.0
us-tx-051,"Burleson County, TX",0.0
us-tx-053,"Burnet County, TX",0.0
us-tx-055,"Caldwell County, TX",50.0
us-tx-057,"Calhoun County, TX",50.0
us-tx-059,"Callahan County, TX",0.0
us-tx-061,"Cameron County, TX",36.0
us-tx-063,"Camp County, TX",33.0
us-tx-065,"Carson County, TX",0.0
us-tx-067,"Cass County, TX",43.0
us-tx-069,"Castro County, TX",0.0
us-tx-071,"Chambers County, TX",0.0
us-tx-073,"Cherokee County, TX",42.0
us-tx-075,"Childress County, TX",50.0
us-tx-077,"Clay County, TX",0.0
us-tx-079,"Cochran County, TX",100.0
us-tx-081,"Coke County, TX",0.0
us-tx-083,"Coleman County, TX",67.0
us-tx-085,"Collin County, TX",3.0
us-tx-087,"Collingsworth County, TX",0.0
us-tx-089,"Colorado County, TX",20.0
us-tx-091,"Comal County, TX",12.0
us-tx-093,"Comanche County, TX",50.0
us-tx-095,"Concho County, TX",0.0
us-tx-097,"Cooke County, TX",25.0
us-tx-099,"Coryell County, TX",26.0
us-tx-101,"Cottle County, TX",100.0
us-tx-103,"Crane County, TX",0.0
us-tx-105,"Crockett County, TX",0.0
us-tx-107,"Crosby County, TX",0.0
us-tx-109,"Culberson County, TX",0.0
us-tx-111,"Dallam County, TX",100.0
us-tx-113,"Dallas County, TX",17.0
us-tx-115,"Dawson County, TX",75.0
us-tx-117,"Deaf Smith County, TX",25.0
us-tx-119,"Delta County, TX",0.0
us-tx-121,"Denton County, TX",5.0
us-tx-123,"DeWitt County, TX",0.0
us-tx-125,"Dickens County, TX",0.0
us-tx-127,"Dimmit County, TX",50.0
us-tx-129,"Donley County, TX",0.0
us-tx-131,"Duval County, TX",33.0
us-tx-133,"Eastland County, TX",60.0
us-tx-135,"Ector County, TX",7.0
us-tx-137,"Edwards County, TX",0.0
us-tx-139,"Ellis County, TX",13.0
us-tx-141,"El Paso County, TX",26.0
us-tx-143,"Erath County, TX",50.0
us-tx-145,"Falls County, TX",17.0
us-tx-147,"Fannin County, TX",33.0
us-tx-149,"Fayette County, TX",0.0
us-tx-151,"Fisher County, TX",0.0
us-tx-153,"Floyd County, TX",50.0
us-tx-155,"Foard County, TX",100.0
us-tx-157,"Fort Bend County, TX",13.0
us-tx-159,"Franklin County, TX",0.0
us-tx-161,"Freestone County, TX",29.0
us-tx-163,"Frio County, TX",67.0
us-tx-165,"Gaines County, TX",0.0
us-tx-167,"Galveston County, TX",19.0
us-tx-169,"Garza County, TX",0.0
us-tx-171,"Gillespie County, TX",0.0
us-tx-173,"Glasscock County, TX",0.0
us-tx-175,"Goliad County, TX",0.0
us-tx-177,"Gonzales County, TX",50.0
us-tx-179,"Gray County, TX",14.0
us-tx-181,"Grayson County, TX",27.0
us-tx-183,"Gregg County, TX",32.0
us-tx-185,"Grimes County, TX",17.0
us-tx-187,"Guadalupe County, TX",10.0
us-tx-189,"Hale County, TX",11.0
us-tx-191,"Hall County, TX",100.0
us-tx-193,"Hamilton County, TX",33.0
us-tx-195,"Hansford County, TX",0.0
us-tx-197,"Hardeman County, TX",100.0
us-tx-199,"Hardin County, TX",27.0
us-tx-201,"Harris County, TX",16.0
us-tx-203,"Harrison County, TX",14.0
us-tx-205,"Hartley County, TX",0.0
us-tx-207,"Haskell County, TX",50.0
us-tx-209,"Hays County, TX",8.0
us-tx-211,"Hemphill County, TX",0.0
us-tx-213,"Henderson County, TX",18.0
us-tx-215,"Hidalgo County, TX",52.0
us-tx-217,"Hill County, TX",0.0
us-tx-219,"Hockley County, TX",14.0
us-tx-221,"Hood County, TX",0.0
us-tx-223,"Hopkins County, TX",22.0
us-tx-225,"Houston County, TX",29.0
us-tx-227,"Howard County, TX",40.0
us-tx-229,"Hudspeth County, TX",100.0
us-tx-231,"Hunt County, TX",21.0
us-tx-233,"Hutchinson County, TX",0.0
us-tx-235,"Irion County, TX",0.0
us-tx-237,"Jack County, TX",33.0
us-tx-239,"Jackson County, TX",0.0
us-tx-241,"Jasper County, TX",12.0
us-tx-243,"Jeff Davis County, TX",0.0
us-tx-245,"Jefferson County, TX",19.0
us-tx-247,"Jim Hogg County, TX",50.0
us-tx-249,"Jim Wells County, TX",57.0
us-tx-251,"Johnson County, TX",11.0
us-tx-253,"Jones County, TX",17.0
us-tx-255,"Karnes County, TX",25.0
us-tx-257,"Kaufman County, TX",22.0
us-tx-259,"Kendall County, TX",17.0
us-tx-261,"Kenedy County, TX",100.0
us-tx-263,"Kent County, TX",0.0
us-tx-265,"Kerr County, TX",20.0
us-tx-267,"Kimble County, TX",0.0
us-tx-269,"King County, TX",0.0
us-tx-271,"Kinney County, TX",100.0
us-tx-273,"Kleberg County, TX",50.0
us-tx-275,"Knox County, TX",50.0
us-tx-277,"Lamar County, TX",33.0
us-tx-279,"Lamb County, TX",0.0
us-tx-281,"Lampasas County, TX",40.0
us-tx-283,"La Salle County, TX",100.0
us-tx-285,"Lavaca County, TX",0.0
us-tx-287,"Lee County, TX",25.0
us-tx-289,"Leon County, TX",0.0
us-tx-291,"Liberty County, TX",14.0
us-tx-293,"Limestone County, TX",38.0
us-tx-295,"Lipscomb County, TX",0.0
us-tx-297,"Live Oak County, TX",0.0
us-tx-299,"Llano County, TX",33.0
us-tx-301,"Loving County, TX",0.0
us-tx-303,"Lubbock County, TX",21.0
us-tx-305,"Lynn County, TX",67.0
us-tx-307,"McCulloch County, TX",33.0
us-tx-309,"McLennan County, TX",41.0
us-tx-311,"McMullen County, TX",0.0
us-tx-313,"Madison County, TX",25.0
us-tx-315,"Marion County, TX",25.0
